"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2025","2025-Q1","2025-M01","2025-M02","2025-M03","2025-Q2","2025-M04","2025-M05","2025-M06","2025-Q3","2025-M07","2025-M08","2025-M09","2025-Q4","2025-M10","2025-M11","2025-M12","2026-M01"
"IMF.STA:ER(4.0.1)","KAZ.XDC_USD.PA_RT.Q","OBS_VALUE","Kazakhstan, Republic of","Domestic currency per US Dollar","Period average","Quarterly","Units","","509.5633333333333","","","","513.71","","","","536.1666666666667","","","","524.7","","","",""
"IMF.STA:ER(4.0.1)","KAZ.EUR_XDC.PA_RT.A","OBS_VALUE","Kazakhstan, Republic of","Euros per domestic currency","Period average","Annual","Units","0.001698482747631844","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","SRB.USD_XDC.EOP_RT.A","OBS_VALUE","Serbia, Republic of","US Dollar per domestic currency","End-of-period (EoP)","Annual","Units","0.01000835697807669","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KAZ.XDC_USD.EOP_RT.A","OBS_VALUE","Kazakhstan, Republic of","Domestic currency per US Dollar","End-of-period (EoP)","Annual","Units","505.53","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KAZ.XDC_EUR.PA_RT.A","OBS_VALUE","Kazakhstan, Republic of","Domestic currency per Euro","Period average","Annual","Units","588.7607639196084","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","TUV.USD_XDC.PA_RT.Q","OBS_VALUE","Tuvalu","US Dollar per domestic currency","Period average","Quarterly","Units","","0.6273100425997236","","","","0.6403525674134587","","","","0.6542630837505373","","","","0.6562512506817629","","","",""
"IMF.STA:ER(4.0.1)","KAZ.USD_XDC.PA_RT.A","OBS_VALUE","Kazakhstan, Republic of","US Dollar per domestic currency","Period average","Annual","Units","0.001919256863742359","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","SGP.EUR_XDC.EOP_RT.A","OBS_VALUE","Singapore","Euros per domestic currency","End-of-period (EoP)","Annual","Units","0.6627706796879013","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KAZ.XDC_USD.PA_RT.A","OBS_VALUE","Kazakhstan, Republic of","Domestic currency per US Dollar","Period average","Annual","Units","521.035","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","SRB.USD_XDC.EOP_RT.Q","OBS_VALUE","Serbia, Republic of","US Dollar per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.009244040829079534","","","","0.01001160344839669","","","","0.01000764584142285","","","","0.01000835697807669","","","",""
"IMF.STA:ER(4.0.1)","DNK.EUR_XDC.PA_RT.A","OBS_VALUE","Denmark","Euros per domestic currency","Period average","Annual","Units","0.1336442668411406","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KAZ.XDC_USD.EOP_RT.Q","OBS_VALUE","Kazakhstan, Republic of","Domestic currency per US Dollar","End-of-period (EoP)","Quarterly","Units","","504.44","","","","519.64","","","","549.06","","","","505.53","","","",""
"IMF.STA:ER(4.0.1)","KAZ.EUR_XDC.EOP_RT.A","OBS_VALUE","Kazakhstan, Republic of","Euros per domestic currency","End-of-period (EoP)","Annual","Units","0.001683508060426155","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KAZ.XDC_EUR.EOP_RT.Q","OBS_VALUE","Kazakhstan, Republic of","Domestic currency per Euro","End-of-period (EoP)","Quarterly","Units","","545.55186","","","","609.01808","","","","644.651346","","","","593.99775","","","",""
"IMF.STA:ER(4.0.1)","KAZ.USD_XDC.EOP_RT.A","OBS_VALUE","Kazakhstan, Republic of","US Dollar per domestic currency","End-of-period (EoP)","Annual","Units","0.001978121971000732","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","SGP.USD_XDC.EOP_RT.Q","OBS_VALUE","Singapore","US Dollar per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.7457121551081283","","","","0.7838219156607619","","","","0.7744133818632386","","","","0.778755548633284","","","",""
"IMF.STA:ER(4.0.1)","KAZ.EUR_XDC.EOP_RT.Q","OBS_VALUE","Kazakhstan, Republic of","Euros per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.001833006306678159","","","","0.001641987377451914","","","","0.001551226110369434","","","","0.001683508060426155","","","",""
"IMF.STA:ER(4.0.1)","KAZ.XDC_EUR.EOP_RT.A","OBS_VALUE","Kazakhstan, Republic of","Domestic currency per Euro","End-of-period (EoP)","Annual","Units","593.99775","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KAZ.USD_XDC.EOP_RT.Q","OBS_VALUE","Kazakhstan, Republic of","US Dollar per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.001982396320672429","","","","0.001924409206373643","","","","0.001821294576184752","","","","0.001978121971000732","","","",""
"IMF.STA:ER(4.0.1)","SGP.XDC_USD.PA_RT.Q","OBS_VALUE","Singapore","Domestic currency per US Dollar","Period average","Quarterly","Units","","1.348533333333333","","","","1.3009","","","","1.283733333333333","","","","1.296633333333333","","","",""
"IMF.STA:ER(4.0.1)","DNK.XDC_EUR.PA_RT.A","OBS_VALUE","Denmark","Domestic currency per Euro","Period average","Annual","Units","7.482550682018208","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","NOR.EUR_XDC.PA_RT.A","OBS_VALUE","Norway","Euros per domestic currency","Period average","Annual","Units","0.0851272745566998","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","CRI.XDC_USD.PA_RT.Q","OBS_VALUE","Costa Rica","Domestic currency per US Dollar","Period average","Quarterly","Units","","504.56160906298","","","","505.6835949820787","","","","504.5750501792117","","","","499.167075268817","","","",""
"IMF.STA:ER(4.0.1)","CRI.USD_XDC.PA_RT.A","OBS_VALUE","Costa Rica","US Dollar per domestic currency","Period average","Annual","Units","0.001986109813812375","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","CRI.XDC_EUR.PA_RT.A","OBS_VALUE","Costa Rica","Domestic currency per Euro","Period average","Annual","Units","568.9429302430559","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","CRI.XDC_USD.PA_RT.A","OBS_VALUE","Costa Rica","Domestic currency per US Dollar","Period average","Annual","Units","503.496832373272","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","CRI.EUR_XDC.PA_RT.A","OBS_VALUE","Costa Rica","Euros per domestic currency","Period average","Annual","Units","0.0017576455332221","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","CRI.USD_XDC.PA_RT.Q","OBS_VALUE","Costa Rica","US Dollar per domestic currency","Period average","Quarterly","Units","","0.001981918524988648","","","","0.001977521141526135","","","","0.00198186572967654","","","","0.002003337258294668","","","",""
"IMF.STA:ER(4.0.1)","NOR.USD_XDC.PA_RT.Q","OBS_VALUE","Norway","US Dollar per domestic currency","Period average","Quarterly","Units","","0.09027986758952751","","","","0.09705596894208997","","","","0.09900990099009901","","","","0.09897723523589578","","","",""
"IMF.STA:ER(4.0.1)","NOR.XDC_USD.PA_RT.A","OBS_VALUE","Norway","Domestic currency per US Dollar","Period average","Annual","Units","10.39583333333333","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LIE.USD_XDC.EOP_RT.A","OBS_VALUE","Liechtenstein, Principality of","US Dollar per domestic currency","End-of-period (EoP)","Annual","Units","1.261750047315627","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","NOR.XDC_USD.EOP_RT.A","OBS_VALUE","Norway","Domestic currency per US Dollar","End-of-period (EoP)","Annual","Units","10.08","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","DNK.XDC_USD.PA_RT.A","OBS_VALUE","Denmark","Domestic currency per US Dollar","Period average","Annual","Units","6.621825083333332","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","NOR.USD_XDC.EOP_RT.Q","OBS_VALUE","Norway","US Dollar per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.09478672985781991","","","","0.09900990099009901","","","","0.1001001001001001","","","","0.09920634920634921","","","",""
"IMF.STA:ER(4.0.1)","NOR.EUR_XDC.EOP_RT.Q","OBS_VALUE","Norway","Euros per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.08764376316025881","","","","0.08447943770486264","","","","0.08525687769363777","","","","0.08443093549476528","","","",""
"IMF.STA:ER(4.0.1)","NOR.XDC_EUR.EOP_RT.A","OBS_VALUE","Norway","Domestic currency per Euro","End-of-period (EoP)","Annual","Units","11.844","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","NOR.XDC_USD.EOP_RT.Q","OBS_VALUE","Norway","Domestic currency per US Dollar","End-of-period (EoP)","Quarterly","Units","","10.55","","","","10.1","","","","9.99","","","","10.08","","","",""
"IMF.STA:ER(4.0.1)","NOR.USD_XDC.EOP_RT.A","OBS_VALUE","Norway","US Dollar per domestic currency","End-of-period (EoP)","Annual","Units","0.09920634920634921","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","NOR.EUR_XDC.EOP_RT.A","OBS_VALUE","Norway","Euros per domestic currency","End-of-period (EoP)","Annual","Units","0.08443093549476528","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","NOR.XDC_EUR.EOP_RT.Q","OBS_VALUE","Norway","Domestic currency per Euro","End-of-period (EoP)","Quarterly","Units","","11.409825","","","","11.8372","","","","11.729259","","","","11.844","","","",""
"IMF.STA:ER(4.0.1)","NOR.USD_XDC.PA_RT.A","OBS_VALUE","Norway","US Dollar per domestic currency","Period average","Annual","Units","0.09619238476953911","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","NOR.XDC_EUR.PA_RT.A","OBS_VALUE","Norway","Domestic currency per Euro","Period average","Annual","Units","11.74711636437909","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","NOR.XDC_USD.PA_RT.Q","OBS_VALUE","Norway","Domestic currency per US Dollar","Period average","Quarterly","Units","","11.07666666666667","","","","10.30333333333333","","","","10.1","","","","10.10333333333333","","","",""
"IMF.STA:ER(4.0.1)","KIR.EUR_XDC.EOP_RT.Q","OBS_VALUE","Kiribati","Euros per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.5806749884419785","","","","0.558873720136518","","","","0.5623030406268646","","","","0.569617021276595","","","",""
"IMF.STA:ER(4.0.1)","CRI.XDC_USD.EOP_RT.A","OBS_VALUE","Costa Rica","Domestic currency per US Dollar","End-of-period (EoP)","Annual","Units","498.6","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LSO.EUR_XDC.PA_RT.A","OBS_VALUE","Lesotho, Kingdom of","Euros per domestic currency","Period average","Annual","Units","0.0494702258637362","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","DNK.XDC_USD.PA_RT.Q","OBS_VALUE","Denmark","Domestic currency per US Dollar","Period average","Quarterly","Units","","7.091277","","","","6.584270333333333","","","","6.390242","","","","6.421511","","","",""
"IMF.STA:ER(4.0.1)","KIR.XDC_EUR.EOP_RT.Q","OBS_VALUE","Kiribati","Domestic currency per Euro","End-of-period (EoP)","Quarterly","Units","","1.722133757961784","","","","1.789312977099239","","","","1.778400484701601","","","","1.755565516210969","","","",""
"IMF.STA:ER(4.0.1)","KIR.XDC_USD.EOP_RT.A","OBS_VALUE","Kiribati","Domestic currency per US Dollar","End-of-period (EoP)","Annual","Units","1.49409831166891","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KIR.USD_XDC.PA_RT.Q","OBS_VALUE","Kiribati","US Dollar per domestic currency","Period average","Quarterly","Units","","0.6273100425997236","","","","0.6403525674134587","","","","0.6542630837505373","","","","0.6562512506817629","","","",""
"IMF.STA:ER(4.0.1)","KIR.XDC_USD.PA_RT.Q","OBS_VALUE","Kiribati","Domestic currency per US Dollar","Period average","Quarterly","Units","","1.59410806792724","","","","1.561639713633453","","","","1.52843714529565","","","","1.523806619737677","","","",""
"IMF.STA:ER(4.0.1)","KIR.USD_XDC.EOP_RT.Q","OBS_VALUE","Kiribati","US Dollar per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.6279999999999997","","","","0.6549999999999993","","","","0.6602000000000017","","","","0.669299999999999","","","",""
"IMF.STA:ER(4.0.1)","LSO.XDC_USD.PA_RT.A","OBS_VALUE","Lesotho, Kingdom of","Domestic currency per US Dollar","Period average","Annual","Units","17.88892092083772","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LSO.XDC_EUR.PA_RT.A","OBS_VALUE","Lesotho, Kingdom of","Domestic currency per Euro","Period average","Annual","Units","20.21417898423308","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KIR.XDC_EUR.EOP_RT.A","OBS_VALUE","Kiribati","Domestic currency per Euro","End-of-period (EoP)","Annual","Units","1.755565516210969","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KIR.XDC_USD.EOP_RT.Q","OBS_VALUE","Kiribati","Domestic currency per US Dollar","End-of-period (EoP)","Quarterly","Units","","1.59235668789809","","","","1.52671755725191","","","","1.51469251741896","","","","1.49409831166891","","","",""
"IMF.STA:ER(4.0.1)","KIR.XDC_EUR.PA_RT.A","OBS_VALUE","Kiribati","Domestic currency per Euro","Period average","Annual","Units","1.753731440968057","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KIR.USD_XDC.PA_RT.A","OBS_VALUE","Kiribati","US Dollar per domestic currency","Period average","Annual","Units","0.6443307742895652","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KIR.XDC_USD.PA_RT.A","OBS_VALUE","Kiribati","Domestic currency per US Dollar","Period average","Annual","Units","1.551997886648505","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KIR.USD_XDC.EOP_RT.A","OBS_VALUE","Kiribati","US Dollar per domestic currency","End-of-period (EoP)","Annual","Units","0.669299999999999","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KIR.EUR_XDC.EOP_RT.A","OBS_VALUE","Kiribati","Euros per domestic currency","End-of-period (EoP)","Annual","Units","0.569617021276595","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","KIR.EUR_XDC.PA_RT.A","OBS_VALUE","Kiribati","Euros per domestic currency","Period average","Annual","Units","0.5702127341960646","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LSO.USD_XDC.PA_RT.Q","OBS_VALUE","Lesotho, Kingdom of","US Dollar per domestic currency","Period average","Quarterly","Units","","0.05405028928774223","","","","0.05469959023233831","","","","0.05665741585236855","","","","0.05840172354177579","","","",""
"IMF.STA:ER(4.0.1)","LSO.XDC_USD.PA_RT.Q","OBS_VALUE","Lesotho, Kingdom of","Domestic currency per US Dollar","Period average","Quarterly","Units","","18.50128858101754","","","","18.28167260033333","","","","17.64994017033333","","","","17.12278233166667","","","",""
"IMF.STA:ER(4.0.1)","FJI.XDC_USD.EOP_RT.A","OBS_VALUE","Fiji, Republic of","Domestic currency per US Dollar","End-of-period (EoP)","Annual","Units","2.2732","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LSO.USD_XDC.PA_RT.A","OBS_VALUE","Lesotho, Kingdom of","US Dollar per domestic currency","Period average","Annual","Units","0.05590052102221328","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","CRI.USD_XDC.EOP_RT.A","OBS_VALUE","Costa Rica","US Dollar per domestic currency","End-of-period (EoP)","Annual","Units","0.002005615724027276","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","CRI.EUR_XDC.EOP_RT.Q","OBS_VALUE","Costa Rica","Euros per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.001846919345918685","","","","0.001689120483072243","","","","0.001695548117572172","","","","0.00170690699917215","","","",""
"IMF.STA:ER(4.0.1)","CRI.XDC_EUR.EOP_RT.A","OBS_VALUE","Costa Rica","Domestic currency per Euro","End-of-period (EoP)","Annual","Units","585.855","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","FJI.XDC_USD.EOP_RT.Q","OBS_VALUE","Fiji, Republic of","Domestic currency per US Dollar","End-of-period (EoP)","Quarterly","Units","","2.3272","","","","2.265","","","","2.2841","","","","2.2732","","","",""
"IMF.STA:ER(4.0.1)","CRI.USD_XDC.EOP_RT.Q","OBS_VALUE","Costa Rica","US Dollar per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.001997443272611058","","","","0.001979649206160668","","","","0.001990743044841487","","","","0.002005615724027276","","","",""
"IMF.STA:ER(4.0.1)","LSO.USD_XDC.EOP_RT.A","OBS_VALUE","Lesotho, Kingdom of","US Dollar per domestic currency","End-of-period (EoP)","Annual","Units","0.06021209999999989","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","FJI.USD_XDC.EOP_RT.Q","OBS_VALUE","Fiji, Republic of","US Dollar per domestic currency","End-of-period (EoP)","Quarterly","Units","","0.4297009281540048","","","","0.4415011037527594","","","","0.4378092027494418","","","","0.4399084990322013","","","",""
"IMF.STA:ER(4.0.1)","FJI.XDC_EUR.EOP_RT.Q","OBS_VALUE","Fiji, Republic of","Domestic currency per Euro","End-of-period (EoP)","Quarterly","Units","","2.5168668","","","","2.65458","","","","2.68176181","","","","2.67101","","","",""
"IMF.STA:ER(4.0.1)","FJI.EUR_XDC.EOP_RT.A","OBS_VALUE","Fiji, Republic of","Euros per domestic currency","End-of-period (EoP)","Annual","Units","0.374390211942299","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LSO.EUR_XDC.EOP_RT.A","OBS_VALUE","Lesotho, Kingdom of","Euros per domestic currency","End-of-period (EoP)","Annual","Units","0.05124434042553181","","","","","","","","","","","","","","","","",""
"IMF.STA:ER(4.0.1)","LSO.XDC_EUR.EOP_RT.Q","OBS_VALUE","Lesotho, Kingdom of","Domestic currency per Euro","End-of-period (EoP)","Quarterly","Units","","19.78636695","","","","20.83863041124286","","","","20.28857784689823","","","","19.51435010570969","","","",""
"IMF.STA:ER(4.0.1)","LSO.XDC_USD.EOP_RT.Q","OBS_VALUE","Lesotho, Kingdom of","Domestic currency per US Dollar","End-of-period (EoP)","Quarterly","Units","","18.2953","","","","17.7804013747806","","","","17.2801105927078","","","","16.6079575367742","","","",""
